timestamp,hour,day_of_week,motion,door,user_home,location,is_night,activity,stream_score,stream_risk
2026-01-04 10:00,10,7,1,0,1,3,0,1,1.0,Dangerous
2026-01-04 10:00,10,7,0,0,1,2,0,0,1.0,Dangerous
2026-01-04 11:00,11,7,1,0,1,1,0,1,1.0,Dangerous
2026-01-04 11:00,11,7,0,0,1,3,0,0,1.0,Dangerous
2026-01-04 12:00,12,7,1,0,1,1,0,1,1.0,Dangerous
2026-01-04 12:00,12,7,1,0,1,1,0,1,1.0,Dangerous
2026-01-04 12:00,12,7,0,0,1,2,0,0,1.0,Dangerous
2026-01-04 12:00,12,7,0,0,1,2,0,0,1.0,Dangerous
2026-01-04 13:00,13,7,0,0,1,0,0,0,1.0,Dangerous
2026-01-04 14:00,14,7,1,0,1,2,0,1,1.0,Dangerous
2026-01-04 14:00,14,7,0,0,1,3,0,0,1.0,Dangerous
2026-01-04 14:00,14,7,0,0,1,3,0,0,1.0,Dangerous
2026-01-04 15:00,15,7,0,0,1,1,0,0,1.0,Dangerous
2026-01-04 15:00,15,7,0,0,1,2,0,0,1.0,Dangerous
2026-01-04 15:00,15,7,0,0,1,0,0,0,1.0,Dangerous
2026-01-04 15:00,15,7,1,0,1,2,0,1,1.0,Dangerous
2026-01-04 15:00,15,7,0,0,1,3,0,0,1.0,Dangerous
2026-01-04 16:00,16,7,0,0,0,2,0,0,1.0,Dangerous
2026-01-04 03:00,3,7,1,1,0,0,1,2,1.0,Dangerous
2026-01-04 16:00,16,7,0,0,0,3,0,0,1.0,Dangerous
2026-01-04 16:00,16,7,0,0,0,1,0,0,1.0,Dangerous
2026-01-04 16:00,16,7,0,0,0,1,0,0,1.0,Dangerous
2026-01-04 16:00,16,7,0,0,0,1,0,0,1.0,Dangerous
2026-01-04 17:00,17,7,0,0,1,3,0,0,1.0,Dangerous
2026-01-04 17:00,17,7,0,0,1,3,0,0,1.0,Dangerous
2026-01-04 17:00,17,7,0,0,1,1,0,0,1.0,Dangerous
2026-01-04 20:00,20,7,1,0,1,0,0,1,1.0,Dangerous
2026-01-04 20:00,20,7,1,0,1,0,0,1,1.0,Dangerous
2026-01-04 20:00,20,7,1,0,1,0,0,1,1.0,Dangerous
2026-01-04 20:00,20,7,0,0,1,3,0,0,1.0,Dangerous
2026-01-04 21:00,21,7,0,0,0,3,0,0,1.0,Dangerous
2026-01-04 21:00,21,7,0,0,0,1,0,0,1.0,Dangerous
2026-01-04 21:00,21,7,0,0,0,0,0,0,1.0,Dangerous
2026-01-04 21:00,21,7,0,0,0,2,0,0,1.0,Dangerous
2026-01-04 22:00,22,7,1,0,1,0,0,1,1.0,Dangerous
2026-01-04 22:00,22,7,1,0,1,0,0,1,1.0,Dangerous
2026-01-04 22:00,22,7,1,0,1,0,0,1,1.0,Dangerous
2026-01-04 22:00,22,7,0,1,1,3,0,1,1.0,Dangerous
2026-01-04 22:00,22,7,1,0,1,0,0,1,1.0,Dangerous
2026-01-04 22:00,22,7,0,0,1,2,0,0,1.0,Dangerous
2026-01-04 23:00,23,7,0,0,1,3,0,0,1.0,Dangerous
2026-01-04 23:00,23,7,0,0,1,0,0,0,1.0,Dangerous
2026-01-04 23:00,23,7,0,0,1,2,0,0,1.0,Dangerous
2026-01-05 00:00,0,1,0,0,1,0,1,0,1.0,Dangerous
2026-01-05 00:00,0,1,0,0,1,3,1,0,1.0,Dangerous
2026-01-05 01:00,1,1,0,0,1,0,1,0,1.0,Dangerous
2026-01-05 01:00,1,1,0,0,1,1,1,0,1.0,Dangerous
2026-01-05 02:00,2,1,0,0,1,0,1,0,1.0,Dangerous
2026-01-05 02:00,2,1,0,0,1,3,1,0,1.0,Dangerous
2026-01-05 03:00,3,1,0,0,1,3,1,0,1.0,Dangerous
2026-01-05 03:00,3,1,0,0,1,3,1,0,1.0,Dangerous
2026-01-05 03:00,3,1,0,0,1,0,1,0,1.0,Dangerous
2026-01-05 03:00,3,1,0,0,1,1,1,0,1.0,Dangerous
2026-01-05 04:00,4,1,0,0,1,0,1,0,1.0,Dangerous
2026-01-05 04:00,4,1,0,0,1,0,1,0,1.0,Dangerous
2026-01-05 05:00,5,1,0,1,1,1,0,1,1.0,Dangerous
2026-01-05 06:00,6,1,1,0,1,1,0,1,1.0,Dangerous
2026-01-05 06:00,6,1,1,0,1,1,0,1,1.0,Dangerous
2026-01-05 07:00,7,1,0,1,1,1,0,1,1.0,Dangerous
2026-01-05 07:00,7,1,1,0,1,1,0,1,1.0,Dangerous
2026-01-05 07:00,7,1,0,0,1,0,0,0,1.0,Dangerous
2026-01-05 02:00,2,1,1,0,0,0,1,1,1.0,Dangerous
2026-01-05 08:00,8,1,1,0,1,1,0,1,1.0,Dangerous
2026-01-05 08:00,8,1,1,0,1,2,0,1,1.0,Dangerous
2026-01-05 09:00,9,1,0,0,0,3,0,0,1.0,Dangerous
2026-01-05 10:00,10,1,0,0,0,0,0,0,1.0,Dangerous
2026-01-05 10:00,10,1,0,0,0,3,0,0,1.0,Dangerous
2026-01-05 10:00,10,1,0,0,0,2,0,0,1.0,Dangerous
2026-01-05 10:00,10,1,0,0,0,2,0,0,1.0,Dangerous
2026-01-05 11:00,11,1,0,0,0,1,0,0,1.0,Dangerous
2026-01-05 02:00,2,1,1,0,0,0,1,1,1.0,Dangerous
2026-01-05 11:00,11,1,0,0,0,1,0,0,1.0,Dangerous
2026-01-05 12:00,12,1,0,0,0,0,0,0,1.0,Dangerous
2026-01-05 12:00,12,1,0,0,0,2,0,0,1.0,Dangerous
2026-01-05 12:00,12,1,0,0,0,3,0,0,1.0,Dangerous
2026-01-05 13:00,13,1,0,0,0,0,0,0,1.0,Dangerous
2026-01-05 14:00,14,1,0,0,0,0,0,0,1.0,Dangerous
2026-01-05 15:00,15,1,0,0,0,0,0,0,1.0,Dangerous
2026-01-05 15:00,15,1,0,0,0,0,0,0,1.0,Dangerous
2026-01-05 15:00,15,1,0,0,0,2,0,0,1.0,Dangerous
2026-01-05 16:00,16,1,1,0,0,3,0,1,1.0,Dangerous
2026-01-05 16:00,16,1,0,0,0,0,0,0,1.0,Dangerous
2026-01-05 16:00,16,1,0,0,0,2,0,0,1.0,Dangerous
2026-01-05 17:00,17,1,0,0,0,0,0,0,1.0,Dangerous
2026-01-05 17:00,17,1,0,0,0,1,0,0,1.0,Dangerous
2026-01-05 17:00,17,1,0,0,0,1,0,0,1.0,Dangerous
2026-01-05 17:00,17,1,0,0,0,1,0,0,1.0,Dangerous
2026-01-05 18:00,18,1,1,1,1,1,0,2,1.0,Dangerous
2026-01-05 19:00,19,1,0,0,1,2,0,0,1.0,Dangerous
2026-01-05 20:00,20,1,0,0,1,1,0,0,1.0,Dangerous
2026-01-05 20:00,20,1,1,0,1,2,0,1,1.0,Dangerous
2026-01-05 21:00,21,1,1,0,1,3,0,1,1.0,Dangerous
2026-01-05 21:00,21,1,1,0,1,1,0,1,0.2851334637964775,Suspicious
2026-01-05 03:00,3,1,1,0,0,0,1,1,0.018493933463796464,Normal
2026-01-05 21:00,21,1,1,0,1,2,0,1,0.2851334637964775,Suspicious
2026-01-05 21:00,21,1,1,0,1,0,0,1,0.1570708414872799,Normal
2026-01-05 22:00,22,1,1,0,1,0,0,1,0.1570708414872799,Normal
2026-01-05 23:00,23,1,0,0,1,2,0,0,0.28475146771037174,Suspicious
2026-01-05 23:00,23,1,0,0,1,2,0,0,0.28475146771037174,Suspicious
2026-01-06 02:00,2,2,0,0,1,3,1,0,0.23386771037181997,Normal
2026-01-06 03:00,3,2,0,0,1,0,1,0,0.1045025440313112,Normal
2026-01-06 04:00,4,2,0,0,1,1,1,0,0.23386771037181997,Normal
2026-01-06 04:00,4,2,0,0,1,1,1,0,0.23386771037181997,Normal
2026-01-06 04:00,4,2,0,0,1,2,1,0,0.23386771037181997,Normal
2026-01-06 05:00,5,2,1,0,1,0,0,1,0.1570708414872799,Normal
2026-01-06 05:00,5,2,1,0,1,0,0,1,0.1570708414872799,Normal
2026-01-06 06:00,6,2,1,0,1,1,0,1,0.2851334637964775,Suspicious
2026-01-06 06:00,6,2,1,0,1,1,0,1,0.2851334637964775,Suspicious
2026-01-06 02:00,2,2,1,0,0,0,1,1,0.018493933463796464,Normal
2026-01-06 08:00,8,2,1,0,1,1,0,1,0.2851334637964775,Suspicious
2026-01-06 08:00,8,2,1,0,1,1,0,1,0.2851334637964775,Suspicious
2026-01-06 09:00,9,2,0,0,0,3,0,0,0.23316947162426616,Normal
2026-01-06 09:00,9,2,0,0,0,2,0,0,0.23316947162426616,Normal
2026-01-06 09:00,9,2,0,0,0,2,0,0,0.23316947162426616,Normal
2026-01-06 09:00,9,2,0,0,0,0,0,0,0.09194990215264187,Normal
2026-01-06 10:00,10,2,0,0,0,2,0,0,0.23316947162426616,Normal
2026-01-06 11:00,11,2,0,0,0,0,0,0,0.09194990215264187,Normal
2026-01-06 11:00,11,2,0,0,0,0,0,0,0.09194990215264187,Normal
2026-01-06 11:00,11,2,0,0,0,1,0,0,0.23316947162426616,Normal
2026-01-06 12:00,12,2,0,0,0,3,0,0,0.23316947162426616,Normal
2026-01-06 13:00,13,2,0,0,0,2,0,0,0.23316947162426616,Normal
2026-01-06 13:00,13,2,0,0,0,3,0,0,0.23316947162426616,Normal
2026-01-06 13:00,13,2,0,0,0,3,0,0,0.23316947162426616,Normal
2026-01-06 14:00,14,2,0,0,0,2,0,0,0.23316947162426616,Normal
2026-01-06 14:00,14,2,0,0,0,0,0,0,0.09194990215264187,Normal
2026-01-06 16:00,16,2,1,0,0,3,0,1,0.046598825831702495,Normal
2026-01-06 16:00,16,2,0,0,0,1,0,0,0.23316947162426616,Normal
2026-01-06 17:00,17,2,0,0,0,1,0,0,0.23316947162426616,Normal
2026-01-06 17:00,17,2,0,0,0,2,0,0,0.23316947162426616,Normal
2026-01-06 17:00,17,2,0,0,0,1,0,0,0.23316947162426616,Normal
2026-01-06 17:00,17,2,0,0,0,1,0,0,0.23316947162426616,Normal
2026-01-06 18:00,18,2,1,0,1,2,0,1,0.2851334637964775,Suspicious
2026-01-06 18:00,18,2,1,0,1,2,0,1,0.2851334637964775,Suspicious
2026-01-06 18:00,18,2,1,0,1,1,0,1,0.2851334637964775,Suspicious
2026-01-06 19:00,19,2,1,0,1,1,0,1,0.2851334637964775,Suspicious
2026-01-06 20:00,20,2,1,0,1,3,0,1,0.2851334637964775,Suspicious
2026-01-06 22:00,22,2,1,0,1,0,0,1,0.1570708414872799,Normal
2026-01-06 22:00,22,2,1,0,1,0,0,1,0.1570708414872799,Normal
2026-01-07 00:00,0,3,0,0,1,2,1,0,0.10182544031311158,Normal
2026-01-07 00:00,0,3,0,0,1,0,1,0,0.033429354207436424,Normal
2026-01-07 00:00,0,3,0,0,1,3,1,0,0.10182544031311158,Normal
2026-01-07 00:00,0,3,0,0,1,2,1,0,0.10182544031311158,Normal
2026-01-07 00:00,0,3,0,0,1,1,1,0,0.10182544031311158,Normal
2026-01-07 00:00,0,3,0,0,1,0,1,0,0.033429354207436424,Normal
2026-01-07 00:00,0,3,0,0,1,1,1,0,0.10182544031311158,Normal
2026-01-07 01:00,1,3,0,0,1,1,1,0,0.23386771037181997,Normal
2026-01-07 02:00,2,3,0,0,1,2,1,0,0.23386771037181997,Normal
2026-01-07 02:00,2,3,1,0,1,0,1,1,0.06010332681017616,Normal
2026-01-07 02:00,2,3,0,0,1,3,1,0,0.23386771037181997,Normal
2026-01-07 02:00,2,3,0,0,1,1,1,0,0.23386771037181997,Normal
2026-01-07 02:00,2,3,0,0,1,0,1,0,0.1045025440313112,Normal
2026-01-07 03:00,3,3,0,0,1,0,1,0,0.1045025440313112,Normal
2026-01-07 03:00,3,3,0,0,1,3,1,0,0.23386771037181997,Normal
2026-01-07 03:00,3,3,0,0,1,3,1,0,0.23386771037181997,Normal
2026-01-07 04:00,4,3,0,0,1,0,1,0,0.1045025440313112,Normal
2026-01-07 04:00,4,3,0,0,1,0,1,0,0.1045025440313112,Normal
2026-01-07 04:00,4,3,0,0,1,2,1,0,0.23386771037181997,Normal
2026-01-07 04:00,4,3,0,0,1,2,1,0,0.23386771037181997,Normal
2026-01-07 04:00,4,3,0,0,1,3,1,0,0.23386771037181997,Normal
2026-01-07 05:00,5,3,0,0,1,1,0,0,0.28475146771037174,Suspicious
2026-01-07 05:00,5,3,1,0,1,0,0,1,0.1570708414872799,Normal
2026-01-07 05:00,5,3,0,0,1,1,0,0,0.28475146771037174,Suspicious
2026-01-07 05:00,5,3,0,0,1,1,0,0,0.28475146771037174,Suspicious
2026-01-07 05:00,5,3,0,0,1,2,0,0,0.28475146771037174,Suspicious
2026-01-07 06:00,6,3,1,0,1,2,0,1,0.2851334637964775,Suspicious
2026-01-07 03:00,3,3,1,0,0,0,1,1,0.018493933463796464,Normal
2026-01-07 07:00,7,3,0,0,1,1,0,0,0.28475146771037174,Suspicious
2026-01-07 07:00,7,3,1,0,1,1,0,1,0.2851334637964775,Suspicious
2026-01-07 07:00,7,3,1,0,1,2,0,1,0.2851334637964775,Suspicious
2026-01-07 07:00,7,3,1,0,1,1,0,1,0.2851334637964775,Suspicious
2026-01-07 07:00,7,3,1,1,1,1,0,2,0.12442270058708416,Normal
2026-01-07 08:00,8,3,1,0,1,2,0,1,0.2851334637964775,Suspicious
2026-01-07 09:00,9,3,0,0,0,3,0,0,0.23316947162426616,Normal
2026-01-07 09:00,9,3,0,0,0,0,0,0,0.09194990215264187,Normal
2026-01-07 10:00,10,3,0,0,0,2,0,0,0.23316947162426616,Normal
2026-01-07 11:00,11,3,0,0,0,1,0,0,0.23316947162426616,Normal
2026-01-07 11:00,11,3,0,0,0,1,0,0,0.23316947162426616,Normal
2026-01-07 11:00,11,3,0,0,0,1,0,0,0.23316947162426616,Normal
2026-01-07 11:00,11,3,0,0,0,0,0,0,0.09194990215264187,Normal
2026-01-07 12:00,12,3,0,0,0,2,0,0,0.23316947162426616,Normal
2026-01-07 12:00,12,3,0,0,0,0,0,0,0.09194990215264187,Normal
2026-01-07 13:00,13,3,0,0,0,2,0,0,0.23316947162426616,Normal
2026-01-07 13:00,13,3,0,0,0,2,0,0,0.23316947162426616,Normal
2026-01-07 13:00,13,3,0,0,0,3,0,0,0.23316947162426616,Normal
2026-01-07 14:00,14,3,0,0,0,3,0,0,0.23316947162426616,Normal
2026-01-07 15:00,15,3,0,0,0,1,0,0,0.23316947162426616,Normal
2026-01-07 15:00,15,3,0,0,0,3,0,0,0.23316947162426616,Normal
2026-01-07 16:00,16,3,0,0,0,3,0,0,0.23316947162426616,Normal
2026-01-07 17:00,17,3,0,0,0,0,0,0,0.09194990215264187,Normal
2026-01-07 17:00,17,3,0,0,0,1,0,0,0.23316947162426616,Normal
2026-01-07 18:00,18,3,1,1,1,3,0,2,0.12442270058708416,Normal
2026-01-07 20:00,20,3,1,0,1,0,0,1,0.1570708414872799,Normal
2026-01-07 20:00,20,3,1,0,1,2,0,1,0.2851334637964775,Suspicious
2026-01-07 20:00,20,3,1,1,1,1,0,2,0.12442270058708416,Normal
2026-01-07 21:00,21,3,1,0,1,3,0,1,0.2851334637964775,Suspicious
2026-01-07 21:00,21,3,1,0,1,1,0,1,0.2851334637964775,Suspicious
2026-01-07 23:00,23,3,1,0,1,0,0,1,0.1570708414872799,Normal
2026-01-08 00:00,0,4,0,0,1,3,1,0,0.10182544031311158,Normal
2026-01-08 00:00,0,4,0,0,1,0,1,0,0.033429354207436424,Normal
2026-01-08 01:00,1,4,0,0,1,0,1,0,0.1045025440313112,Normal
2026-01-08 02:00,2,4,0,0,1,2,1,0,0.23386771037181997,Normal
2026-01-08 02:00,2,4,0,0,1,0,1,0,0.1045025440313112,Normal
2026-01-08 02:00,2,4,0,0,1,0,1,0,0.1045025440313112,Normal
2026-01-08 04:00,4,4,0,0,1,0,1,0,0.1045025440313112,Normal
2026-01-08 04:00,4,4,0,0,1,0,1,0,0.1045025440313112,Normal
2026-01-08 04:00,4,4,1,0,1,0,1,1,0.06010332681017616,Normal
2026-01-08 05:00,5,4,0,0,1,3,0,0,0.28475146771037174,Suspicious
